,PLAYER,AFFILIATION,OVERALL PICK,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD,ROOKIE
458,Ricky Ledo,Providence,43,DAL,11,3.0,1.7,0.5,1.5,35.3,0.3,0.7,37.5,0.4,0.4,100.0,0.0,0.2,0.2,0.2,0.2,0.1,0.0,0.2,2.01,88.0,Guard,0,0,0,1,0
459,Mike Muscala,Bucknell,44,ATL,20,10.7,3.8,1.6,3.7,42.5,0.0,0.2,0.0,0.7,0.7,100.0,0.9,1.8,2.6,0.4,0.6,0.2,0.5,1.5,2.08,109.0,Forward-Center,0,1,1,0,0
460,Raul Neto,San Sebastian Gipuzkoa BC (Spain),47,UTA,81,18.5,5.9,2.2,5.2,43.1,0.8,2.0,39.5,0.6,0.9,74.3,0.2,1.3,1.5,2.1,1.3,0.8,0.0,1.5,1.88,82.0,Guard,0,0,0,1,0
461,Ryan Kelly,Duke,48,LAL,59,22.2,8.0,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,1.6,0.8,0.5,0.8,2.5,2.11,104.0,Forward,0,0,1,0,0
462,Erik Murphy,Florida,49,CHI,24,2.6,0.3,0.1,0.5,23.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.1,0.1,0.0,0.2,0.3,2.08,104.0,Forward,0,0,1,0,0
463,Joffrey Lauvergne,KK Partizan (Serbia),55,DEN,24,11.2,3.9,1.5,3.7,40.4,0.1,0.7,18.8,0.8,1.2,64.3,1.1,2.1,3.2,0.5,0.9,0.3,0.4,1.8,2.11,118.0,Center,0,1,0,0,0
464,Peyton Siva,Louisville,56,DET,24,9.3,2.3,0.8,2.4,31.6,0.3,1.0,28.0,0.5,0.6,73.3,0.1,0.5,0.6,1.4,0.8,0.4,0.0,1.1,1.83,84.0,Guard,0,0,0,1,0
465,Andrew Wiggins,Kansas,1,MIN,82,36.2,16.9,6.1,13.9,43.7,0.5,1.5,31.0,4.3,5.7,76.0,1.6,2.9,4.6,2.1,2.2,1.0,0.6,2.3,2.01,89.0,Forward,1,0,1,0,0
466,Joel Embiid,Kansas,3,PHI,31,25.4,20.2,6.5,13.8,46.6,1.2,3.2,36.7,6.2,7.9,78.3,2.0,5.9,7.8,2.1,3.8,0.9,2.5,3.6,2.13,127.0,Center-Forward,0,1,1,0,0
467,Aaron Gordon,Arizona,4,ORL,47,17.0,5.2,2.0,4.4,44.7,0.3,1.0,27.1,0.9,1.3,72.1,1.0,2.6,3.6,0.7,0.8,0.4,0.5,1.8,2.03,107.0,Forward,0,0,1,0,0
468,Dante Exum,Australian Institute of Sport (Australia),5,UTA,82,22.2,4.8,1.8,5.1,34.9,1.0,3.2,31.4,0.2,0.4,62.5,0.3,1.3,1.6,2.4,1.4,0.5,0.2,1.8,1.96,97.0,Guard,0,0,0,1,0
469,Marcus Smart,Oklahoma State,6,BOS,67,27.0,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.3,1.5,0.3,2.6,1.93,100.0,Guard,0,0,0,1,0
470,Julius Randle,Kentucky,7,LAL,1,13.6,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.03,113.0,Forward-Center,0,1,1,0,0
471,Nik Stauskas,Michigan,8,SAC,73,15.4,4.4,1.5,4.1,36.5,0.7,2.0,32.2,0.8,0.9,85.9,0.2,1.1,1.2,0.9,0.5,0.3,0.2,1.3,1.98,94.0,Guard,0,0,0,1,0
472,Elfrid Payton,Louisiana-Lafayette,10,ORL,82,30.3,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3.0,4.3,6.5,2.5,1.7,0.2,2.4,1.91,88.0,Guard,0,0,0,1,0
473,Doug McDermott,Creighton,11,CHI,36,8.9,3.0,1.2,3.0,40.2,0.4,1.1,31.7,0.3,0.4,66.7,0.2,1.0,1.2,0.2,0.5,0.1,0.0,0.8,2.01,102.0,Forward,0,0,1,0,0
474,Dario Saric,KK Cibona (Croatia),12,PHI,81,26.3,12.8,4.7,11.4,41.1,1.3,4.2,31.1,2.1,2.7,78.2,1.4,5.0,6.3,2.2,2.3,0.7,0.4,2.0,2.08,102.0,Forward-Center,0,1,1,0,0
475,Zach LaVine,California-Los Angeles,13,MIN,77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,2.5,0.7,0.1,2.1,1.96,91.0,Guard-Forward,0,0,1,1,0
476,T.J. Warren,North Carolina State,14,PHX,40,15.4,6.1,2.8,5.4,52.8,0.1,0.5,23.8,0.4,0.5,73.7,1.0,1.1,2.1,0.6,0.7,0.5,0.2,1.3,2.03,100.0,Forward,0,0,1,0,0
477,Jusuf Nurkic,KK Cedevita (Croatia),16,DEN,62,17.8,6.9,2.8,6.2,44.6,0.0,0.0,0.0,1.4,2.1,63.6,2.0,4.1,6.2,0.8,1.4,0.8,1.1,3.3,2.11,132.0,Center,0,1,0,0,0
478,Tyler Ennis,Syracuse,18,PHX,8,7.3,2.8,1.1,2.6,42.9,0.3,0.8,33.3,0.3,0.3,100.0,0.1,0.8,0.9,1.8,1.0,0.0,0.3,0.4,1.91,88.0,Guard,0,0,0,1,0
479,Gary Harris,Michigan State,19,DEN,55,13.1,3.4,1.2,3.9,30.4,0.4,1.9,20.4,0.6,0.9,74.5,0.4,0.8,1.2,0.5,0.7,0.7,0.1,1.3,1.93,95.0,Guard,0,0,0,1,0
480,Mitch McGary,Michigan,21,OKC,32,15.2,6.3,2.8,5.2,53.3,0.0,0.1,0.0,0.8,1.3,62.5,1.7,3.5,5.2,0.4,1.0,0.5,0.5,2.3,2.08,116.0,Forward,0,0,1,0,0
481,Jordan Adams,California-Los Angeles,22,MEM,30,8.3,3.1,1.2,2.9,40.7,0.3,0.8,40.0,0.5,0.8,60.9,0.3,0.6,0.9,0.5,0.5,0.5,0.2,0.8,1.96,95.0,Guard,0,0,0,1,0
482,Rodney Hood,Duke,23,UTA,50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.9,0.6,0.2,2.4,2.03,94.0,Guard-Forward,0,0,1,1,0
483,Shabazz Napier,Connecticut,24,MIA,51,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,1.6,0.8,0.1,1.5,1.83,79.0,Guard,0,0,0,1,0
484,Clint Capela,Elan Chalon (France),25,HOU,12,7.5,2.7,1.2,2.4,48.3,0.0,0.0,0.0,0.3,1.9,17.4,0.8,2.2,3.0,0.2,0.4,0.1,0.8,1.2,2.08,116.0,Center,0,1,0,0,0
485,PJ Hairston,Texas Legends (D-League),26,CHA,45,15.3,5.6,1.9,6.0,32.3,1.1,3.6,30.1,0.7,0.8,86.1,0.5,1.6,2.0,0.5,0.5,0.5,0.3,1.4,1.98,104.0,Forward-Guard,0,0,1,1,0
486,Bogdan Bogdanovic,KK Partizan (Serbia),27,SAC,78,27.9,11.8,4.4,9.9,44.6,1.7,4.2,39.2,1.3,1.5,84.0,0.4,2.5,2.9,3.3,1.6,0.9,0.2,2.2,1.98,102.0,Guard,0,0,0,1,0
487,C.J. Wilcox,Washington,28,LAC,21,4.8,2.0,0.8,1.8,42.1,0.3,0.9,36.8,0.1,0.1,100.0,0.0,0.3,0.3,0.4,0.5,0.1,0.0,0.3,1.96,88.0,Guard,0,0,0,1,0
488,Josh Huestis,Stanford,29,OKC,5,11.0,2.8,1.0,2.4,41.7,0.8,1.2,66.7,0.0,0.8,0.0,0.4,1.6,2.0,0.0,0.6,0.2,0.4,0.6,2.01,104.0,Guard,0,0,0,1,0
489,Kyle Anderson,California-Los Angeles,30,SAS,33,10.9,2.2,0.9,2.7,34.8,0.1,0.3,27.3,0.3,0.4,64.3,0.2,2.0,2.2,0.8,0.3,0.5,0.2,0.8,2.06,104.0,Forward-Guard,0,0,1,1,0
490,Damien Inglis,Chorale Roanne Basket (France),31,MIL,20,7.8,1.8,0.7,1.9,35.1,0.2,0.7,23.1,0.4,0.4,87.5,0.1,1.5,1.6,0.5,0.6,0.3,0.2,0.6,2.03,112.0,Forward,0,0,1,0,0
491,KJ McDaniels,Clemson,32,PHI,52,25.4,9.2,3.2,8.1,39.9,0.8,2.8,29.3,1.9,2.5,75.6,1.2,2.5,3.8,1.3,2.0,0.8,1.3,2.3,1.98,93.0,Guard-Forward,0,0,1,1,0
492,Joe Harris,Virginia,33,CLE,51,9.7,2.7,0.9,2.4,40.0,0.6,1.6,36.9,0.2,0.3,60.0,0.1,0.7,0.8,0.5,0.5,0.1,0.0,1.2,1.98,100.0,Guard-Forward,0,0,1,1,0
493,Cleanthony Early,Wichita State,34,NYK,39,16.6,5.4,1.9,5.5,35.5,0.6,2.2,26.2,0.9,1.2,75.0,0.6,1.9,2.5,0.9,1.0,0.6,0.3,1.5,2.03,95.0,Forward,0,0,1,0,0
494,Spencer Dinwiddie,Colorado,38,DET,34,13.4,4.3,1.5,5.0,30.2,0.4,1.9,18.5,0.9,1.0,91.2,0.1,1.3,1.4,3.1,1.0,0.6,0.2,1.6,1.98,98.0,Guard,0,0,0,1,0
495,Jerami Grant,Syracuse,39,PHI,65,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3.0,59.1,0.8,2.3,3.0,1.2,1.3,0.6,1.0,2.2,2.03,95.0,Forward,0,0,1,0,0
496,Nikola Jokic,KK Mega Leks (Serbia),41,DEN,80,21.7,10.0,3.8,7.5,51.2,0.4,1.1,33.3,1.9,2.4,81.1,2.3,4.7,7.0,2.4,1.3,1.0,0.6,2.6,2.11,129.0,Center,0,1,0,0,0
497,Nick Johnson,Arizona,42,HOU,28,9.4,2.6,0.9,2.7,34.7,0.2,0.8,23.8,0.6,0.9,68.0,0.5,0.9,1.4,0.4,0.7,0.3,0.1,1.2,1.91,92.0,Guard,0,0,0,1,0
498,Edy Tavares,CB Gran Canaria (Spain),43,ATL,11,6.6,2.3,1.0,1.7,57.9,0.0,0.0,0.0,0.3,0.7,37.5,0.6,1.3,1.9,0.3,0.5,0.1,0.5,0.7,2.21,120.0,Center,0,1,0,0,0
499,Markel Brown,Oklahoma State,44,BKN,47,16.6,4.6,1.6,4.5,36.2,0.4,1.4,26.6,1.0,1.2,82.5,0.3,1.9,2.3,0.8,0.6,0.7,0.3,1.2,1.91,86.0,Guard,0,0,0,1,0
500,Dwight Powell,Stanford,45,BOS,5,1.8,1.8,0.8,1.0,80.0,0.0,0.0,0.0,0.2,0.4,50.0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.2,2.08,109.0,Forward-Center,0,1,1,0,0
501,Jordan Clarkson,Missouri,46,LAL,59,25.0,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,3.2,3.5,1.6,0.9,0.2,1.8,1.93,88.0,Guard,0,0,0,1,0
502,Cameron Bairstow,New Mexico,49,CHI,18,3.5,0.6,0.2,0.8,21.4,0.0,0.0,0.0,0.2,0.3,80.0,0.3,0.1,0.4,0.1,0.2,0.1,0.1,0.4,2.06,113.0,Forward-Center,0,1,1,0,0
503,Thanasis Antetokounmpo,Delaware 87ers (D-League),51,NYK,2,3.1,3.0,1.5,2.0,75.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.98,99.0,Forward,0,0,1,0,0
504,Semaj Christon,Xavier,55,OKC,64,15.2,2.9,1.2,3.5,34.5,0.2,1.0,19.0,0.3,0.5,54.8,0.3,1.1,1.4,2.0,0.7,0.4,0.1,1.2,1.91,86.0,Guard,0,0,0,1,0
505,Devyn Marble,Iowa,56,ORL,16,13.0,2.3,0.9,2.8,31.8,0.3,1.4,18.2,0.3,1.0,31.3,0.3,1.6,1.9,1.1,0.6,0.6,0.1,0.9,1.98,91.0,Forward,0,0,1,0,0
506,Jordan McRae,Tennessee,58,PHX,7,11.8,5.3,1.6,3.7,42.3,0.4,1.6,27.3,1.7,2.1,80.0,0.3,0.9,1.1,1.4,0.9,0.4,0.0,1.0,1.96,81.0,Guard,0,0,0,1,0
507,Karl-Anthony Towns,Kentucky,1,MIN,82,32.0,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2.0,2.2,0.7,1.7,3.0,2.11,112.0,Center-Forward,1,1,1,0,0
508,D'Angelo Russell,Ohio State,2,LAL,80,28.2,13.2,4.9,12.0,41.0,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,2.5,1.2,0.2,1.8,1.93,88.0,Guard,0,0,0,1,0
509,Jahlil Okafor,Duke,3,PHI,53,30.0,17.5,7.5,14.7,50.8,0.0,0.1,16.7,2.5,3.7,68.6,2.3,4.7,7.0,1.2,2.3,0.4,1.2,2.6,2.08,122.0,Center-Forward,0,1,1,0,0
510,Kristaps Porzingis,CB Sevilla (Spain),4,NYK,72,28.4,14.3,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,1.8,5.5,7.3,1.3,1.7,0.7,1.9,2.8,2.21,109.0,Forward-Center,0,1,1,0,0
511,Mario Hezonja,FC Barcelona Basquet (Spain),5,ORL,79,17.9,6.1,2.3,5.3,43.3,0.8,2.4,34.9,0.6,0.7,90.7,0.4,1.9,2.2,1.4,1.2,0.5,0.2,1.6,2.03,100.0,Forward-Guard,0,0,1,1,0
512,Stanley Johnson,Arizona,8,DET,73,23.1,8.1,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,1.6,1.6,0.8,0.2,2.4,1.98,110.0,Forward-Guard,0,0,1,1,0
513,Frank Kaminsky,Wisconsin,9,CHA,81,21.1,7.5,2.7,6.5,41.0,0.8,2.5,33.7,1.3,1.8,73.0,0.9,3.3,4.1,1.2,0.7,0.5,0.5,1.6,2.13,109.0,Forward-Center,0,1,1,0,0
514,Justise Winslow,Duke,10,MIA,78,28.6,6.4,2.5,5.9,42.2,0.4,1.5,27.6,1.0,1.5,68.4,1.0,4.1,5.2,1.5,1.2,0.9,0.3,2.4,1.98,101.0,Forward-Guard,0,0,1,1,0
515,Myles Turner,Texas,11,IND,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2.0,72.7,1.1,4.4,5.5,0.7,1.1,0.4,1.4,2.6,2.11,113.0,Center-Forward,0,1,1,0,0
516,Trey Lyles,Kentucky,12,UTA,80,17.3,6.1,2.4,5.5,43.8,0.6,1.6,38.3,0.7,1.0,69.5,0.7,3.0,3.7,0.7,0.8,0.3,0.2,1.4,2.06,106.0,Forward,0,0,1,0,0
517,Devin Booker,Kentucky,13,PHX,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84.0,0.4,2.1,2.5,2.6,2.1,0.6,0.3,3.0,1.96,93.0,Guard,0,0,0,1,0
518,Cameron Payne,Murray State,14,OKC,57,12.2,5.0,2.0,4.9,41.0,0.6,1.9,32.4,0.3,0.4,79.2,0.2,1.3,1.5,1.9,0.8,0.6,0.1,1.4,1.85,83.0,Guard,0,0,0,1,0
519,Kelly Oubre Jr.,Kansas,15,WAS,63,10.7,3.7,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.5,0.3,0.1,1.6,1.98,92.0,Forward-Guard,0,0,1,1,0
520,Terry Rozier,Louisville,16,BOS,39,8.0,1.8,0.7,2.7,27.4,0.2,0.7,22.2,0.2,0.3,80.0,0.6,1.0,1.6,0.9,0.5,0.2,0.0,0.6,1.85,86.0,Guard,0,0,0,1,0
521,Jerian Grant,Notre Dame,19,NYK,76,16.6,5.6,2.0,5.1,39.4,0.3,1.3,22.0,1.3,1.6,78.0,0.3,1.6,1.9,2.3,1.1,0.7,0.1,1.3,1.93,90.0,Guard,0,0,0,1,0
522,Delon Wright,Utah,20,TOR,27,8.5,3.8,1.3,3.0,45.0,0.2,0.5,38.5,1.0,1.3,74.3,0.3,1.1,1.4,1.1,0.6,0.3,0.1,0.3,1.96,84.0,Guard,0,0,0,1,0
523,Bobby Portis,Arkansas,22,CHI,62,17.8,7.0,3.0,7.0,42.7,0.3,0.8,30.8,0.8,1.1,72.7,2.0,3.5,5.4,0.8,0.9,0.4,0.4,1.6,2.08,113.0,Forward,0,0,1,0,0
524,Rondae Hollis-Jefferson,Arizona,23,BKN,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4.0,5.3,1.5,0.9,1.3,0.6,2.1,1.98,98.0,Forward,0,0,1,0,0
525,Tyus Jones,Duke,24,MIN,37,15.5,4.2,1.5,4.2,35.9,0.4,1.4,30.2,0.8,1.1,71.8,0.2,1.1,1.3,2.9,0.9,0.8,0.1,0.9,1.83,89.0,Guard,0,0,0,1,0
526,Jarell Martin,Louisiana State,25,MEM,27,14.1,5.7,2.0,4.3,46.6,0.0,0.1,0.0,1.7,2.3,72.6,1.4,1.7,3.2,0.6,0.7,0.3,0.3,2.1,2.08,108.0,Forward,0,0,1,0,0
527,Larry Nance Jr.,Wyoming,27,LAL,63,20.1,5.5,2.5,4.8,52.7,0.0,0.2,10.0,0.5,0.7,68.1,1.6,3.3,5.0,0.7,0.7,0.9,0.4,2.0,2.01,111.0,Forward-Center,0,1,1,0,0
528,RJ Hunter,Georgia State,28,BOS,36,8.7,2.7,1.0,2.7,36.7,0.5,1.8,30.2,0.2,0.2,85.7,0.1,1.0,1.0,0.4,0.3,0.4,0.1,0.8,1.96,84.0,Guard,0,0,0,1,0
529,Chris McCullough,Syracuse,29,BKN,24,15.1,4.7,1.8,4.5,40.4,0.5,1.4,38.2,0.5,1.0,47.8,1.0,1.8,2.8,0.4,0.6,1.2,0.5,1.6,2.06,98.0,Forward,0,0,1,0,0
530,Kevon Looney,California-Los Angeles,30,GSW,5,4.1,1.8,0.8,1.4,57.1,0.2,0.4,50.0,0.0,0.0,0.0,0.8,1.2,2.0,0.0,0.2,0.0,0.0,0.4,2.06,101.0,Forward,0,0,1,0,0
531,Cedi Osman,Anadolu Efes S.K. (Turkey),31,CLE,61,11.0,3.9,1.5,3.0,48.4,0.5,1.4,36.8,0.4,0.8,56.5,0.3,1.7,2.0,0.7,0.5,0.4,0.0,1.3,2.01,104.0,Forward,0,0,1,0,0
532,Montrezl Harrell,Louisville,32,HOU,39,9.7,3.6,1.5,2.3,64.4,0.0,0.0,0.0,0.6,1.2,52.2,0.6,1.0,1.7,0.4,0.4,0.3,0.3,1.2,2.01,109.0,Forward-Center,0,1,1,0,0
533,Jordan Mickey,Louisiana State,33,BOS,16,3.6,1.3,0.5,1.4,36.4,0.0,0.0,0.0,0.3,0.6,50.0,0.4,0.4,0.8,0.1,0.1,0.0,0.7,0.3,2.03,107.0,Center-Forward,0,1,1,0,0
534,Anthony Brown,Stanford,34,LAL,29,20.6,4.0,1.3,4.3,31.0,0.7,2.4,28.6,0.6,0.7,85.0,0.3,2.1,2.4,0.7,0.5,0.5,0.2,1.2,2.01,102.0,Forward-Guard,0,0,1,1,0
535,Willy Hernangomez,CB Sevilla (Spain),35,NYK,72,18.4,8.2,3.4,6.5,52.9,0.1,0.2,26.7,1.3,1.7,72.8,2.4,4.6,7.0,1.3,1.4,0.6,0.5,2.1,2.11,113.0,Center-Forward,0,1,1,0,0
536,Rakeem Christmas,Syracuse,36,IND,1,6.1,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.06,113.0,Forward,0,0,1,0,0
537,Richaun Holmes,Bowling Green,37,PHI,51,13.8,5.6,2.2,4.4,51.4,0.2,0.9,18.2,1.0,1.5,68.9,1.2,1.4,2.6,0.6,0.6,0.4,0.8,1.8,2.08,107.0,Forward,0,0,1,0,0
538,Darrun Hilliard,Villanova,38,DET,38,10.1,4.0,1.4,3.4,39.7,0.5,1.3,38.0,0.8,1.1,72.5,0.1,1.1,1.2,0.7,0.5,0.2,0.0,0.7,1.98,100.0,Guard,0,0,0,1,0
539,Pat Connaughton,Notre Dame,41,POR,34,4.2,1.1,0.4,1.4,26.5,0.1,0.6,23.8,0.1,0.1,100.0,0.3,0.6,0.9,0.3,0.3,0.1,0.0,0.2,1.96,95.0,Guard,0,0,0,1,0
540,Joe Young,Oregon,43,IND,41,9.4,3.8,1.5,4.1,36.7,0.2,1.1,21.7,0.5,0.6,80.0,0.1,1.1,1.2,1.6,0.8,0.4,0.0,0.7,1.88,84.0,Guard,0,0,0,1,0
541,Norman Powell,California-Los Angeles,46,TOR,49,14.8,5.6,2.0,4.7,42.4,0.7,1.8,40.4,0.9,1.1,81.1,0.3,1.9,2.3,1.0,0.7,0.6,0.2,1.2,1.91,98.0,Guard,0,0,0,1,0
542,Dakari Johnson,Kentucky,48,OKC,31,5.2,1.8,0.7,1.3,56.4,0.0,0.0,0.0,0.4,0.6,55.0,0.5,0.6,1.1,0.3,0.1,0.2,0.3,0.9,2.13,116.0,Center,0,1,0,0,0
543,Branden Dawson,Michigan State,56,LAC,6,4.8,0.8,0.3,0.8,40.0,0.0,0.0,0.0,0.2,0.2,100.0,0.3,0.3,0.7,0.0,0.0,0.0,0.2,0.3,1.98,102.0,Forward,0,0,1,0,0
544,Ben Simmons,Louisiana State,1,PHI,81,33.7,15.8,6.7,12.3,54.5,0.0,0.1,0.0,2.4,4.2,56.0,1.8,6.3,8.1,8.2,3.4,1.7,0.9,2.6,2.11,109.0,Guard-Forward,1,0,1,1,0
545,Brandon Ingram,Duke,2,LAL,79,28.9,9.4,3.5,8.7,40.2,0.7,2.4,29.4,1.7,2.7,62.1,0.8,3.2,4.0,2.1,1.5,0.6,0.5,2.0,2.03,86.0,Forward,0,0,1,0,0
546,Jaylen Brown,California,3,BOS,78,17.2,6.6,2.5,5.4,45.5,0.6,1.7,34.3,1.1,1.6,68.5,0.6,2.2,2.8,0.8,0.9,0.4,0.2,1.8,1.98,101.0,Guard-Forward,0,0,1,1,0
547,Buddy Hield,Oklahoma,6,NOP,57,20.4,8.6,3.2,8.3,39.3,1.6,4.2,36.9,0.5,0.6,87.9,0.3,2.6,2.9,1.4,0.8,0.3,0.1,1.4,1.93,100.0,Guard,0,0,0,1,0
548,Jamal Murray,Kentucky,7,DEN,82,21.5,9.9,3.6,8.9,40.4,1.4,4.2,33.4,1.3,1.5,88.3,0.5,2.1,2.6,2.1,1.4,0.6,0.3,1.5,1.91,98.0,Guard,0,0,0,1,0
549,Marquese Chriss,Washington,8,PHX,82,21.3,9.2,3.5,7.7,44.9,0.9,2.7,32.1,1.4,2.2,62.4,1.2,3.1,4.2,0.7,1.3,0.8,0.9,3.2,2.06,109.0,Forward,0,0,1,0,0
550,Jakob Poeltl,Utah,9,TOR,54,11.6,3.1,1.2,2.1,58.3,0.0,0.0,0.0,0.6,1.1,54.4,1.4,1.6,3.1,0.2,0.5,0.3,0.4,2.1,2.16,111.0,Center,0,1,0,0,0
551,Domantas Sabonis,Gonzaga,11,OKC,81,20.1,5.9,2.4,5.9,39.9,0.6,2.0,32.1,0.5,0.8,65.7,0.6,3.0,3.6,1.0,1.0,0.5,0.4,2.5,2.11,109.0,Forward-Center,0,1,1,0,0
552,Taurean Prince,Baylor,12,ATL,59,16.6,5.7,1.9,4.8,40.0,0.6,1.7,32.4,1.3,1.6,78.7,0.4,2.2,2.7,0.9,1.0,0.7,0.5,1.6,1.98,99.0,Forward,0,0,1,0,0
553,Georgios Papagiannis,Panathinaikos B.C. (Greece),13,SAC,22,16.1,5.6,2.5,4.6,54.9,0.0,0.1,0.0,0.5,0.6,85.7,1.1,2.8,3.9,0.9,1.1,0.1,0.8,2.0,2.16,109.0,Center,0,1,0,0,0
554,Juancho Hernangomez,Movistar Estudiantes,15,DEN,62,13.6,4.9,1.6,3.6,45.1,0.7,1.8,40.7,0.9,1.2,75.0,0.7,2.3,3.0,0.5,0.5,0.5,0.2,1.0,2.06,97.0,Forward,0,0,1,0,0
555,Guerschon Yabusele,SPO Rouen Basket,16,BOS,33,7.1,2.4,0.8,1.8,42.6,0.4,1.1,32.4,0.5,0.7,68.2,0.5,1.1,1.6,0.5,0.4,0.1,0.2,0.7,2.03,118.0,Forward,0,0,1,0,0
556,Malik Beasley,Florida State,19,DEN,22,7.5,3.8,1.5,3.3,45.2,0.4,1.3,32.1,0.4,0.5,80.0,0.2,0.5,0.8,0.5,0.4,0.3,0.0,0.5,1.93,85.0,Guard,0,0,0,1,0
557,Caris LeVert,Michigan,20,BKN,57,21.7,8.2,3.0,6.7,45.0,1.0,3.2,32.1,1.2,1.6,72.0,0.4,2.9,3.3,1.9,1.0,0.9,0.1,1.6,1.98,93.0,Guard,0,0,0,1,0
558,Ante Zizic,KK Cibona (Croatia),23,CLE,32,6.7,3.7,1.5,2.1,73.1,0.0,0.0,0.0,0.7,0.9,72.4,0.8,1.1,1.9,0.2,0.3,0.1,0.4,0.9,2.08,121.0,Center,0,1,0,0,0
559,Timothe Luwawu-Cabarrot,KK Mega Vizura,24,PHI,69,17.2,6.4,2.1,5.2,40.2,0.7,2.3,31.1,1.5,1.8,85.4,0.4,1.8,2.2,1.1,1.1,0.5,0.1,2.2,2.01,98.0,Guard-Forward,0,0,1,1,0
560,Furkan Korkmaz,Anadolu Efes S.K. (Turkey),26,PHI,14,5.7,1.6,0.6,2.0,28.6,0.4,1.2,29.4,0.1,0.3,50.0,0.1,0.6,0.8,0.3,0.1,0.1,0.1,0.9,2.01,92.0,Guard-Forward,0,0,1,1,0
561,Pascal Siakam,New Mexico State,27,TOR,55,15.6,4.2,1.9,3.7,50.2,0.0,0.1,14.3,0.4,0.6,68.8,1.2,2.2,3.4,0.3,0.6,0.5,0.8,2.0,2.03,104.0,Forward,0,0,1,0,0
562,Skal Labissiere,Kentucky,28,SAC,33,18.5,8.8,3.5,6.6,53.7,0.1,0.2,37.5,1.6,2.2,70.3,1.5,3.4,4.9,0.8,1.1,0.5,0.4,1.9,2.08,107.0,Forward-Center,0,1,1,0,0
563,Dejounte Murray,Washington,29,SAS,38,8.5,3.4,1.3,3.1,43.1,0.2,0.6,39.1,0.6,0.8,70.0,0.2,0.9,1.1,1.3,1.0,0.2,0.2,0.8,1.93,82.0,Guard,0,0,0,1,0
564,Damian Jones,Vanderbilt,30,GSW,10,8.5,1.9,0.8,1.6,50.0,0.0,0.0,0.0,0.3,1.0,30.0,0.9,1.4,2.3,0.0,0.6,0.1,0.4,1.5,2.11,111.0,Center,0,1,0,0,0
565,Ivica Zubac,KK Mega Vizura,32,LAL,38,16.0,7.5,3.3,6.3,52.9,0.0,0.1,0.0,0.8,1.3,65.3,1.1,3.1,4.2,0.8,0.8,0.4,0.9,1.7,2.13,109.0,Center,0,1,0,0,0
566,Malcolm Brogdon,Virginia,36,MIL,75,26.4,10.2,3.9,8.5,45.7,1.0,2.6,40.4,1.5,1.7,86.5,0.6,2.2,2.8,4.2,1.5,1.1,0.2,1.9,1.96,104.0,Guard,1,0,0,1,0
567,Chinanu Onuaku,Louisville,37,HOU,5,10.3,2.8,1.0,1.4,71.4,0.0,0.0,0.0,0.8,0.8,100.0,0.4,1.6,2.0,0.6,0.8,0.6,0.2,1.2,2.08,111.0,Center,0,1,0,0,0
